,Date,Open,High,Low,Close,Adj Close,Volume
57,2012-07-20,194.08999599999999,194.899994,192.169998,192.449997,159.71546899999998,4789700
58,2012-07-23,189.779999,191.300003,188.199997,190.830002,158.370972,3904500
59,2012-07-24,190.919998,191.320007,188.559998,190.33999599999999,157.964355,3597100
60,2012-07-25,190.309998,192.770004,189.320007,191.080002,158.578476,3833800
61,2012-07-26,193.490005,194.949997,192.570007,193.949997,160.960266,3282900
62,2012-07-27,195.100006,197.41000400000001,193.949997,196.389999,162.985199,4177300
63,2012-07-30,196.320007,197.83999599999999,195.919998,196.679993,163.225922,2787000
64,2012-07-31,196.5,197.580002,195.880005,195.979996,162.644974,3507000
65,2012-08-01,196.96000700000002,197.850006,194.720001,195.179993,161.981018,2559300
66,2012-08-02,194.16000400000001,196.600006,193.020004,194.449997,161.37524399999998,2812600
67,2012-08-03,196.479996,198.949997,196.16000400000001,198.520004,164.75294499999998,3278100
68,2012-08-06,198.759995,199.940002,198.520004,198.759995,164.952103,2337800
69,2012-08-07,199.429993,200.880005,198.800003,199.929993,165.923111,3209400
70,2012-08-08,198.270004,199.690002,198.16000400000001,199.029999,165.881439,2068300
71,2012-08-09,198.619995,199.46000700000002,197.889999,198.419998,165.37304699999999,2160100
72,2012-08-10,197.869995,199.369995,197.240005,199.28999299999998,166.098129,2600500
73,2012-08-13,198.880005,199.979996,197.78999299999998,199.009995,165.864792,2418300
74,2012-08-14,198.880005,199.330002,197.720001,198.28999299999998,165.264694,2562300
75,2012-08-15,198.899994,199.330002,197.919998,198.399994,165.356415,2111800
76,2012-08-16,198.770004,201.320007,198.119995,200.83999599999999,167.38995400000002,2729500
77,2012-08-17,201.080002,202.0,200.66000400000001,201.220001,167.70668,2551800
78,2012-08-20,200.690002,201.130005,200.029999,200.5,167.106628,2336000
79,2012-08-21,200.990005,201.0,198.369995,198.649994,165.564728,3111300
80,2012-08-22,198.639999,198.649994,196.899994,197.25,164.397903,3296100
81,2012-08-23,197.03999299999998,197.369995,195.440002,195.699997,163.106079,2757400
82,2012-08-24,194.96000700000002,198.110001,194.199997,197.770004,164.831253,2639500
83,2012-08-27,197.96000700000002,198.300003,195.610001,195.690002,163.097733,2498800
84,2012-08-28,195.559998,196.110001,194.5,194.869995,162.414261,2539200
85,2012-08-29,195.130005,196.03999299999998,194.899994,195.080002,162.58931,2141400
86,2012-08-30,194.770004,195.470001,193.179993,193.369995,161.16409299999998,2740900
87,2012-08-31,194.309998,195.949997,193.46000700000002,194.850006,162.39764399999999,3193300
88,2012-09-04,196.610001,197.169998,193.25,194.53999299999998,162.139267,4514400
89,2012-09-05,194.41000400000001,195.850006,193.889999,195.03999299999998,162.556015,3312500
90,2012-09-06,196.259995,199.46000700000002,196.110001,199.100006,165.939758,3931700
91,2012-09-07,199.119995,199.5,198.080002,199.5,166.273132,3413700
92,2012-09-10,199.389999,201.820007,198.729996,200.949997,167.481644,4208000
93,2012-09-11,200.550003,203.46000700000002,200.509995,203.270004,169.415268,3910600
94,2012-09-12,203.520004,204.649994,202.96000700000002,203.770004,169.83196999999998,3284000
95,2012-09-13,204.380005,206.809998,203.46000700000002,206.360001,171.990585,3879600
96,2012-09-14,206.240005,207.649994,206.050003,206.809998,172.36566200000001,4057100
97,2012-09-17,205.550003,207.990005,205.550003,207.149994,172.649048,3275100
98,2012-09-18,206.880005,207.880005,206.479996,207.070007,172.58235200000001,2476100
99,2012-09-19,207.550003,207.570007,206.009995,206.429993,172.04896499999998,2605600
100,2012-09-20,205.850006,206.990005,205.300003,206.179993,171.840622,3739100
101,2012-09-21,207.360001,207.940002,205.919998,205.979996,171.67396499999998,12771500
102,2012-09-24,205.020004,206.059998,204.899994,205.28999299999998,171.098816,3511100
103,2012-09-25,205.600006,207.320007,204.949997,204.979996,170.840485,3345200
104,2012-09-26,205.050003,205.979996,203.899994,204.0,170.023727,3423300
105,2012-09-27,204.369995,206.899994,204.139999,205.91000400000001,171.615585,2771900
106,2012-09-28,205.66000400000001,208.320007,205.309998,207.449997,172.899094,4910900
107,2012-10-01,208.009995,211.75,207.940002,210.47000099999997,175.416092,5456900
108,2012-10-02,210.960007,211.47000099999997,208.5,209.83999599999999,174.891022,3321000
109,2012-10-03,209.940002,211.30000299999998,209.300003,210.50999500000003,175.449448,3192300
110,2012-10-04,210.27999900000003,210.97000099999997,208.529999,210.38999900000002,175.349411,2957500
111,2012-10-05,211.149994,211.789993,210.059998,210.58999599999999,175.516098,2858400
112,2012-10-08,210.020004,210.63999900000002,209.21000700000002,209.82000699999998,174.874359,1982600
113,2012-10-09,209.94999700000002,210.74000499999997,207.699997,207.990005,173.349182,3580400
114,2012-10-10,207.820007,208.229996,205.050003,205.820007,171.540604,4024500
115,2012-10-11,206.570007,207.270004,205.630005,205.759995,171.49053999999998,2910000
116,2012-10-12,205.639999,207.96000700000002,205.559998,207.800003,173.19078100000002,2712000
117,2012-10-15,208.880005,209.399994,207.820007,208.929993,174.132599,3060900
118,2012-10-16,209.940002,211.0,209.470001,211.0,175.85788,5632100
119,2012-10-17,201.21000700000002,203.41000400000001,198.550003,200.630005,167.214951,12673900
120,2012-10-18,199.91000400000001,200.139999,194.070007,194.96000700000002,162.48938,9295900
121,2012-10-19,195.28999299999998,196.080002,193.179993,193.360001,161.155792,6620300
122,2012-10-22,193.71000700000002,194.679993,192.440002,194.399994,162.022552,4402500
123,2012-10-23,193.529999,194.0,190.940002,191.25,159.397232,4427400
124,2012-10-24,192.440002,193.28999299999998,190.559998,190.720001,158.95549,3738000
125,2012-10-25,191.41000400000001,192.440002,190.71000700000002,191.600006,159.688889,3249600
126,2012-10-26,191.490005,193.869995,191.470001,193.270004,161.080734,4006500
127,2012-10-31,194.800003,196.41000400000001,193.630005,194.529999,162.13089,6052300
128,2012-11-01,194.679993,197.889999,194.550003,197.149994,164.31456,3758800
129,2012-11-02,197.529999,198.0,193.28999299999998,193.429993,161.214111,4260100
130,2012-11-05,192.360001,194.970001,192.009995,194.139999,161.805893,2736200
131,2012-11-06,195.259995,196.75,194.679993,195.070007,162.58097800000002,3281000
132,2012-11-07,193.360001,193.679993,191.16000400000001,191.16000400000001,160.01944,4746200
133,2012-11-08,191.399994,191.809998,190.08999599999999,190.100006,159.132156,3542200
134,2012-11-09,189.850006,191.639999,188.880005,189.639999,158.74710100000001,3671600
135,2012-11-12,190.029999,190.770004,187.41000400000001,189.25,158.420609,3067400
136,2012-11-13,188.389999,190.880005,188.25,188.320007,157.64210500000002,3406700
137,2012-11-14,189.139999,189.270004,185.279999,185.509995,155.28985600000001,4404400
138,2012-11-15,185.830002,187.199997,184.779999,185.850006,155.57446299999998,3411700
139,2012-11-16,186.330002,187.559998,185.100006,186.940002,156.48689299999998,4660800
140,2012-11-19,188.619995,190.389999,188.300003,190.350006,159.34141499999998,3588900
141,2012-11-20,189.880005,190.110001,188.25,189.199997,158.378769,3170200
142,2012-11-21,189.300003,190.889999,188.949997,190.28999299999998,159.291214,5189600
143,2012-11-23,191.0,193.490005,190.800003,193.490005,161.969925,3877600
144,2012-11-26,192.449997,193.369995,191.770004,192.880005,161.459259,5210300
145,2012-11-27,192.080002,193.050003,191.0,191.229996,160.078033,3290900
146,2012-11-28,190.979996,192.03999299999998,189.270004,191.979996,160.705856,3603600
147,2012-11-29,192.75,192.899994,190.199997,191.529999,160.329178,4077900
148,2012-11-30,191.75,192.0,189.5,190.070007,159.10703999999998,4936400
149,2012-12-03,190.759995,191.300003,188.360001,189.479996,158.613144,3349600
150,2012-12-04,189.71000700000002,190.75,189.020004,189.360001,158.512695,3990700
151,2012-12-05,189.009995,189.46000700000002,186.940002,188.649994,157.918335,4202100
152,2012-12-06,189.169998,190.179993,188.41000400000001,189.699997,158.797272,3216600
153,2012-12-07,190.139999,192.199997,190.110001,191.949997,160.680786,4091300
154,2012-12-10,192.169998,193.53999299999998,191.649994,192.619995,161.241608,3438500
155,2012-12-11,193.179993,194.800003,193.149994,194.199997,162.564209,4144000
156,2012-12-12,194.600006,194.75,192.46000700000002,192.949997,161.517853,4241900
157,2012-12-13,192.179993,193.050003,191.369995,191.990005,160.714264,3623200
158,2012-12-14,191.690002,193.399994,191.259995,191.759995,160.52171299999998,3826900
159,2012-12-17,191.759995,193.91000400000001,191.759995,193.619995,162.07873500000002,3792400
160,2012-12-18,193.850006,195.919998,193.83999599999999,195.690002,163.811508,4125900
161,2012-12-19,195.46000700000002,196.449997,195.0,195.080002,163.300888,4270500
162,2012-12-20,194.470001,194.949997,193.16000400000001,194.770004,163.041397,4184500
163,2012-12-21,193.100006,194.5,191.570007,193.419998,161.911301,8225300
164,2012-12-24,193.050003,193.830002,192.020004,192.399994,161.057449,1631200
165,2012-12-26,192.21000700000002,193.529999,190.949997,191.949997,160.680786,2776500
166,2012-12-27,191.529999,193.279999,190.699997,192.71000700000002,161.31694,3967600
167,2012-12-28,191.110001,192.220001,189.830002,189.830002,158.906143,3536600
168,2012-12-31,189.229996,191.679993,188.83999599999999,191.550003,160.345947,4684900
169,2013-01-02,194.08999599999999,196.350006,193.800003,196.350006,164.36398300000002,4234100
170,2013-01-03,195.669998,196.28999299999998,194.440002,195.270004,163.459946,3644700
171,2013-01-04,194.190002,194.46000700000002,192.779999,193.990005,162.388443,3380200
172,2013-01-07,193.399994,193.779999,192.33999599999999,193.139999,161.676926,2862300
173,2013-01-08,192.919998,193.300003,191.600006,192.869995,161.450897,3026900
174,2013-01-09,193.479996,193.490005,191.649994,192.320007,160.990524,3212000
175,2013-01-10,192.649994,192.96000700000002,191.279999,192.880005,161.459259,3608100
176,2013-01-11,194.149994,195.0,192.899994,194.449997,162.773499,3880400
177,2013-01-14,192.820007,193.279999,191.75,192.619995,161.241608,4172200
178,2013-01-15,191.309998,192.729996,190.389999,192.5,161.141174,4172100
179,2013-01-16,192.0,193.179993,191.350006,192.58999599999999,161.216522,2962900
180,2013-01-17,193.850006,194.46000700000002,193.240005,193.649994,162.103806,3881600
181,2013-01-18,194.029999,195.0,193.800003,194.470001,162.79023700000002,4559600
182,2013-01-22,194.360001,196.080002,194.009995,196.080002,164.13798500000001,7172300
183,2013-01-23,203.5,208.580002,203.360001,204.720001,171.370483,12530500
184,2013-01-24,203.91000400000001,205.059998,203.080002,204.419998,171.11937,4447200
185,2013-01-25,204.449997,205.179993,204.130005,204.970001,171.579758,3358900
186,2013-01-28,204.850006,206.220001,204.28999299999998,204.929993,171.54626499999998,2823700
187,2013-01-29,204.33999599999999,205.729996,203.639999,203.899994,170.684097,3617100
188,2013-01-30,203.690002,204.880005,203.190002,203.520004,170.365997,2998400
189,2013-01-31,203.320007,204.470001,202.96000700000002,203.070007,169.989273,3091400
190,2013-02-01,204.649994,205.350006,203.83999599999999,205.179993,171.75555400000002,3370700
191,2013-02-04,204.190002,205.020004,203.570007,203.78999299999998,170.59201000000002,3188800
192,2013-02-05,204.309998,204.75,202.509995,202.78999299999998,169.754913,3636900
193,2013-02-06,200.389999,201.28999299999998,199.559998,201.020004,168.98152199999998,3624200
194,2013-02-07,200.619995,200.91000400000001,198.679993,199.740005,167.905548,3076700
195,2013-02-08,199.970001,202.08999599999999,199.679993,201.679993,169.53633100000002,2893300
196,2013-02-11,200.979996,201.949997,199.75,200.16000400000001,168.258591,2944700
197,2013-02-12,200.009995,200.740005,199.020004,200.03999299999998,168.157745,2461800
198,2013-02-13,200.649994,200.949997,199.570007,200.08999599999999,168.199768,2169800
199,2013-02-14,199.729996,200.320007,199.259995,199.649994,167.82988,3294200
200,2013-02-15,199.979996,201.25,199.820007,200.979996,168.947922,3627800
201,2013-02-19,200.600006,201.889999,200.220001,200.320007,168.39309699999998,2998300
202,2013-02-20,200.619995,201.720001,198.860001,199.309998,167.544052,3715400
203,2013-02-21,198.630005,199.070007,198.110001,198.330002,166.720291,3922900
204,2013-02-22,199.229996,201.08999599999999,198.83999599999999,201.08999599999999,169.04039,3107900
205,2013-02-25,201.669998,202.490005,197.509995,197.509995,166.03096000000002,3844800
206,2013-02-26,198.630005,199.899994,197.83999599999999,199.139999,167.401154,3391600
207,2013-02-27,198.889999,202.75,198.600006,202.330002,170.082718,4185100
208,2013-02-28,202.179993,203.119995,200.78999299999998,200.830002,168.82179299999999,4689200
209,2013-03-01,200.649994,202.940002,199.360001,202.91000400000001,170.570313,3308300
210,2013-03-04,202.58999599999999,205.190002,202.550003,205.190002,172.486969,3693400
211,2013-03-05,205.860001,207.699997,205.690002,206.529999,173.613388,3807800
212,2013-03-06,207.029999,208.490005,206.66000400000001,208.380005,175.168518,3594800
213,2013-03-07,208.28999299999998,209.600006,208.240005,209.419998,176.042725,3884400
214,2013-03-08,209.850006,210.74000499999997,209.429993,210.38000499999998,176.849747,3700500
215,2013-03-11,210.039993,210.19999700000002,209.03999299999998,210.080002,176.597549,3049700
216,2013-03-12,209.399994,210.729996,209.08999599999999,210.55000299999998,176.99263,3591600
217,2013-03-13,210.19999700000002,212.36000099999998,209.770004,212.059998,178.262024,3355900
218,2013-03-14,212.149994,215.86000099999998,212.149994,215.80000299999998,181.405945,5505500
219,2013-03-15,215.38000499999998,215.899994,213.41000400000001,214.919998,180.666153,7930300
220,2013-03-18,212.899994,214.5,212.63999900000002,213.210007,179.228653,3006000
221,2013-03-19,214.13000499999998,215.11999500000002,211.830002,213.440002,179.422028,3198600
222,2013-03-20,214.75999500000003,215.82000699999998,214.30000299999998,215.059998,180.783844,3019000
223,2013-03-21,212.960007,213.0,210.11000099999998,212.25999500000003,178.430069,5830400
224,2013-03-22,212.210007,213.169998,211.61999500000002,212.080002,178.278763,3031500
225,2013-03-25,212.539993,212.809998,210.05000299999998,210.74000499999997,177.152328,3242500
226,2013-03-26,211.770004,212.5,211.5,212.36000099999998,178.51416,2300300
227,2013-03-27,210.960007,212.16000400000001,210.100006,210.88999900000002,177.278503,3223400
228,2013-03-28,209.830002,213.440002,209.74000499999997,213.30000299999998,179.304352,3749900
229,2013-04-01,212.80000299999998,213.5,211.25,212.38000499999998,178.53096000000002,2144500
230,2013-04-02,212.919998,214.710007,211.57000699999998,214.36000099999998,180.195404,3116800
231,2013-04-03,214.32000699999998,214.88999900000002,212.63000499999998,212.66000400000001,178.766357,3128800
232,2013-04-04,212.770004,212.92999300000002,210.039993,211.309998,177.631485,3709500
233,2013-04-05,209.100006,209.83999599999999,206.33999599999999,209.41000400000001,176.034332,4148000
234,2013-04-08,209.070007,209.320007,207.330002,209.320007,175.958664,2351200
235,2013-04-09,209.559998,210.0,208.610001,209.220001,175.87463400000001,2577300
236,2013-04-10,211.86000099999998,212.50999500000003,210.47000099999997,212.0,178.211548,3524200
237,2013-04-11,211.5,213.08999599999999,210.850006,212.919998,178.98490900000002,3655600
238,2013-04-12,210.789993,211.49000499999997,209.77999900000003,211.38000499999998,177.69035300000002,3165400
239,2013-04-15,210.440002,211.690002,209.259995,209.259995,175.90823400000002,4218100
240,2013-04-16,210.83999599999999,212.0,209.199997,212.0,178.211548,2859500
241,2013-04-17,210.52999900000003,211.08999599999999,209.5,209.669998,176.25289899999999,3269800
242,2013-04-18,210.11000099999998,210.25,206.149994,207.149994,174.13450600000002,6502000
243,2013-04-19,195.740005,196.5,189.759995,190.0,159.71791100000002,18847000
244,2013-04-22,191.149994,191.380005,187.679993,187.830002,157.89373799999998,9845400
245,2013-04-23,189.270004,192.550003,188.610001,191.610001,161.071274,6296100
246,2013-04-24,192.16000400000001,192.5,191.08999599999999,191.71000700000002,161.15535,3693900
247,2013-04-25,192.690002,195.169998,192.320007,193.949997,163.038376,4650900
248,2013-04-26,194.16000400000001,194.71000700000002,193.25,194.309998,163.341003,3490300
249,2013-04-29,194.779999,199.679993,194.649994,199.149994,167.409561,5932400
250,2013-04-30,199.130005,202.58999599999999,197.350006,202.53999299999998,170.259247,7539900
251,2013-05-01,201.869995,202.169998,199.199997,199.630005,167.813095,4899100
252,2013-05-02,200.119995,202.429993,199.75,202.389999,170.133179,3945100
253,2013-05-03,203.940002,205.320007,203.75,204.509995,171.915298,4492700
254,2013-05-06,203.78999299999998,203.990005,201.520004,202.779999,170.461029,4826500
255,2013-05-07,202.809998,203.729996,201.649994,203.630005,171.175568,3451000
256,2013-05-08,202.940002,204.850006,202.509995,204.820007,172.982925,3601700
257,2013-05-09,204.690002,205.0,202.720001,203.240005,171.64851399999998,3542300
258,2013-05-10,203.369995,204.529999,202.820007,204.470001,172.68731699999998,3279200
259,2013-05-13,204.179993,204.470001,202.220001,202.470001,170.998169,3648400
260,2013-05-14,202.08999599999999,203.669998,202.080002,203.21000700000002,171.623184,3699700
261,2013-05-15,202.25,203.679993,202.03999299999998,203.320007,171.71608,4028100
262,2013-05-16,204.0,206.58999599999999,204.0,204.690002,172.873108,4507000
263,2013-05-17,205.25,209.5,204.990005,208.440002,176.040222,5704100
264,2013-05-20,208.020004,209.149994,207.419998,207.600006,175.330795,3614500
265,2013-05-21,207.240005,209.479996,207.0,208.649994,176.217575,2982900
266,2013-05-22,208.5,210.149994,206.119995,206.990005,174.815643,5186800
267,2013-05-23,205.479996,208.610001,205.130005,206.16000400000001,174.114624,5179100
268,2013-05-24,204.690002,206.429993,204.419998,205.720001,173.743027,3295800
269,2013-05-28,207.440002,208.58999599999999,207.16000400000001,207.779999,175.482788,4011500
270,2013-05-29,206.220001,208.419998,206.03999299999998,207.919998,175.601044,3439400
271,2013-05-30,206.970001,210.99000499999997,206.970001,209.360001,176.8172,4399700
272,2013-05-31,208.58999599999999,211.979996,208.020004,208.020004,175.685532,4949000
273,2013-06-03,208.25,210.05000299999998,207.330002,208.949997,176.470917,3322000
274,2013-06-04,208.600006,209.0,205.080002,206.190002,174.139938,3598300
275,2013-06-05,205.16000400000001,206.28999299999998,202.399994,202.740005,171.226227,4215400
276,2013-06-06,203.0,204.199997,201.470001,203.800003,172.121475,3679400
277,2013-06-07,204.850006,206.350006,204.110001,206.350006,174.275116,2953400
278,2013-06-10,206.970001,206.979996,204.899994,205.020004,173.15184,2652300
279,2013-06-11,203.169998,205.949997,202.509995,203.979996,172.273483,2814400
280,2013-06-12,204.58999599999999,205.229996,200.509995,201.199997,169.925613,3409800
281,2013-06-13,201.009995,204.399994,200.33999599999999,203.770004,172.09613000000002,2899500
282,2013-06-14,203.970001,204.740005,201.809998,202.199997,170.770142,2804500
283,2013-06-17,203.440002,205.169998,202.550003,203.03999299999998,171.479568,3219900
284,2013-06-18,203.020004,206.08999599999999,202.869995,204.869995,173.02513100000002,3277800
285,2013-06-19,204.440002,205.029999,201.929993,201.940002,170.550598,2846100
286,2013-06-20,200.669998,201.699997,197.279999,197.350006,166.674026,4514800
287,2013-06-21,198.5,198.520004,193.53999299999998,195.46000700000002,165.077805,8914800
288,2013-06-24,193.990005,194.91000400000001,191.33999599999999,193.53999299999998,163.456284,4356200
289,2013-06-25,195.309998,195.58999599999999,193.149994,194.979996,164.672455,3846200
290,2013-06-26,195.970001,196.229996,194.5,194.860001,164.57110600000001,3320200
291,2013-06-27,196.050003,196.899994,195.28999299999998,195.649994,165.23826599999998,3514200
292,2013-06-28,191.729996,192.66000400000001,188.41000400000001,191.110001,161.403992,10055800
293,2013-07-01,192.149994,193.800003,191.119995,191.279999,161.547531,4442400
294,2013-07-02,190.779999,193.229996,190.259995,191.5,161.733353,3657700
295,2013-07-03,190.979996,194.220001,190.509995,193.25,163.21133400000002,1872600
296,2013-07-05,194.490005,195.16000400000001,192.350006,194.929993,164.630203,2405400
297,2013-07-08,195.600006,195.779999,194.610001,194.979996,164.672455,2947500
298,2013-07-09,191.880005,192.800003,190.779999,191.300003,161.56445300000001,5204200
299,2013-07-10,191.509995,193.429993,191.270004,192.25,162.366806,3892000
300,2013-07-11,193.779999,194.110001,192.610001,192.800003,162.831299,4177500
301,2013-07-12,193.070007,193.699997,191.58999599999999,192.070007,162.214737,4494700
302,2013-07-15,192.419998,194.889999,191.679993,194.0,163.844818,5674700
303,2013-07-16,194.03999299999998,194.580002,192.679993,193.850006,163.718109,3745300
304,2013-07-17,194.720001,194.889999,193.029999,194.550003,164.309296,6868400
305,2013-07-18,198.270004,200.940002,195.990005,197.990005,167.214584,8393400
306,2013-07-19,197.91000400000001,197.990005,193.240005,193.53999299999998,163.456284,6997600
307,2013-07-22,193.399994,195.78999299999998,193.279999,194.08999599999999,163.920792,3398000
308,2013-07-23,194.21000700000002,196.429993,194.100006,194.979996,164.672455,2863800
309,2013-07-24,195.949997,197.300003,195.860001,196.610001,166.049072,2957900
310,2013-07-25,196.300003,197.830002,195.66000400000001,197.220001,166.564255,3014300
311,2013-07-26,196.58999599999999,197.369995,195.0,197.350006,166.674026,2485100
312,2013-07-29,196.830002,197.190002,195.529999,196.21000700000002,165.71121200000002,2113700
313,2013-07-30,196.990005,197.830002,195.809998,196.009995,165.54231299999998,2663200
314,2013-07-31,194.490005,196.91000400000001,194.490005,195.03999299999998,164.723099,3810000
315,2013-08-01,196.649994,197.169998,195.41000400000001,195.809998,165.373413,2877700
316,2013-08-02,195.5,195.5,193.220001,195.16000400000001,164.824448,3874000
317,2013-08-05,195.16000400000001,195.880005,194.350006,195.5,165.111603,2490900
318,2013-08-06,192.259995,192.509995,190.270004,190.990005,161.302643,5938500
319,2013-08-07,189.600006,189.929993,188.050003,188.559998,160.046448,3901700
320,2013-08-08,189.449997,189.869995,186.78999299999998,187.929993,159.511703,4547600
321,2013-08-09,188.0,189.16000400000001,187.0,187.820007,159.41835,3249600
322,2013-08-12,186.970001,189.559998,186.889999,189.08999599999999,160.496277,3026500
323,2013-08-13,189.53999299999998,189.990005,187.559998,188.419998,159.927597,3542900
324,2013-08-14,188.580002,188.929993,187.300003,187.529999,159.172195,2892300
325,2013-08-15,186.229996,187.0,185.449997,185.78999299999998,157.695313,3692400
326,2013-08-16,185.53999299999998,186.46000700000002,185.33999599999999,185.33999599999999,157.313354,3426400
327,2013-08-19,185.300003,186.5,183.979996,184.229996,156.371201,3248900
328,2013-08-20,184.369995,185.630005,183.169998,184.559998,156.651291,3117800
329,2013-08-21,184.669998,186.570007,184.279999,184.860001,156.90596000000002,3551000
330,2013-08-22,185.649994,186.25,184.25,185.190002,157.186035,2354300
331,2013-08-23,185.33999599999999,185.740005,184.570007,185.419998,157.381271,2292700
332,2013-08-26,185.270004,187.0,184.679993,184.740005,156.804108,2170400
333,2013-08-27,183.630005,184.5,182.570007,182.740005,155.10652199999998,3190700
334,2013-08-28,182.679993,183.470001,181.100006,182.16000400000001,154.614212,3979200
335,2013-08-29,181.96000700000002,183.699997,181.440002,182.639999,155.02166699999998,2980900
336,2013-08-30,182.75,182.990005,181.509995,182.270004,154.707596,2731000
337,2013-09-03,183.630005,184.320007,182.509995,183.96000700000002,156.142029,3487200
338,2013-09-04,183.580002,184.190002,182.309998,183.130005,155.437531,2597900
339,2013-09-05,183.350006,185.0,183.070007,184.149994,156.303329,2867600
340,2013-09-06,184.649994,184.990005,182.649994,183.029999,155.352661,2903500
341,2013-09-09,183.679993,185.490005,183.309998,184.979996,157.00778200000002,3017200
342,2013-09-10,187.199997,187.649994,186.369995,186.600006,158.382813,3149600
343,2013-09-11,186.830002,190.869995,186.820007,190.699997,161.862823,4962900
